UUID,Fully specified name:es,Same as mappings,Data class,Data type,Members
d772c8bc-9b8f-4742-b32d-f816d971beba,"CUANTIFICACIÓN DE ADN O ARN, HIV (CARGA VIRAL)",SES Lab:87536,Test,N/A,
d40f0fac-1a86-455c-abc1-7f7dd04d72bd,DETECCIÓN DE AGENTE INFECCIOSO POR MEDIO DE ÁCIDOS NUCLEICOS,SES Lab:87797,Test,N/A,
80fe858f-ca6b-4f27-a4ce-c8ab0578332c,"CUANTIFICACIÓN DE ADN O ARN, POR CADA ORGANISMO",SES Lab:87799,Test,N/A,
9d553076-56cb-4756-bfc3-9f427f2aee19,"ANÁLISIS DE GENOTIPO DE AGENTE INFECCIOSO A PARTIR DE ÁCIDO NUCLEICO (DNA O RNA), CITOMEGALOVIRUS",SES Lab:87910,Test,N/A,
f1e51731-056a-4d7f-bcd6-7c588178bbb3,CITOPATOLOGÍA CERVICAL O VAGINAL Y TAMIZAJE MANUAL (PAPANICOLAOU),SES Lab:88141,Test,N/A,
2032d216-aad3-45d6-b3be-3049d4b30ebd,CITOLOGÍA DE ASPIRACIÓN CON AGUJA FINA,SES Lab:88172,Test,N/A,
bd057b76-7c3d-41c4-816b-32b1980824ed,CITOMETRIA CELULAS PROGENITORAS,SES Lab:88200,Test,N/A,
6cec4593-4780-404d-8272-df666ac8daa1,"CITOMETRLA LINFOCITOS CD4, CD8",SES Lab:88201,Test,N/A,
d59a2082-8a88-456e-98f3-c232f8da1dfe,CITOMETRIA MIELOMA,SES Lab:88202,Test,N/A,
97371ce5-9423-4a61-91c3-bff82fbfd78e,CITOMETRIA-LEUCEMIA,SES Lab:88204,Test,N/A,
1e0545ac-e77e-4a85-8883-78e91320829b,"CITOMETRIA-LINFOCITOS T,B,NK",SES Lab:88205,Test,N/A,
92d2aa08-be6d-45a4-950c-3584fad2e5df,CITOMETRIA-LINFOMA,SES Lab:88206,Test,N/A,
bfe22c86-dcee-4196-a86c-6f32a25bda4f,CITOMETRIA-PROCESO PARCIAL/FRUSTO,SES Lab:88207,Test,N/A,
a80acce5-0e2e-4c0e-a0e0-0bd1fc02e710,CITOQUIMLCA LEUCEMIA AGUDA,SES Lab:88208,Test,N/A,
eb4e3619-6f87-4ef7-a9e8-e2994b03f7c1,CITOQUIMÍCA LINFOMA-IIC,SES Lab:88209,Test,N/A,
421b42f2-416f-4c78-8484-9406627fcdbf,ESTUDIO CITOGENETICO,SES Lab:88210,Test,N/A,
4afaaf6c-7348-48b1-bb5f-27950d23aa8e,CARIOTIPO+BANDA GTG MEDULA OSEA,SES Lab:88292,Test,N/A,
7578e7c2-ae88-4df5-b101-2c97151c9ba6,CARIOTIPO+BANDA GTG SANGRE PERIFERICA,SES Lab:88293,Test,N/A,
91ac9bc7-d1e2-4fac-8003-8b1278bdc65a,CARIOTIPO+BANDA GTG TUMORES SOLIDOS,SES Lab:88294,Test,N/A,
65800abe-07f7-4faa-87e6-4c64da75dd78,ESTUDIO MACROSCÓPICO DE PIEZA OPERATORIA,SES Lab:88300,Test,N/A,
e73039c1-e731-436b-9202-7853026d1efb,ESTUDIO HISTOPATOLÓGICO DE PIEZA OPERATORIA CON MICROSCOPIA ELECTRÓNICA,SES Lab:88302,Test,N/A,
c8f209ee-2745-41c7-a362-fc0499d26325,ESTUDIO HISTOPATOLÓGICO DE PIEZA OPERATORIA CON TÉCNICAS DE INMUNOHISTOQUÍMICA O INMUNOFLUORESCENCIA,SES Lab:88318,Test,N/A,
8d9498f5-df7b-4291-9acc-890b90325439,PATOLOGIA: PIEZA OPERATORIA GRANDE,SES Lab:88380,Test,N/A,
53f3d9fb-3b6b-49a9-88a0-dc2610672a43,PATOLOGIA: PIEZA OPERATORIA MEDIANA,SES Lab:88381,Test,N/A,
d9baf03e-20d8-4fcb-8279-180c27f6a64f,PATOLOGIA: PIEZA OPERATORIA PEQUEÑA,SES Lab:88382,Test,N/A,
ace1e887-cfa2-46be-b0a4-010cc7c312e1,RECUENTO CELULAR EN LÍQUIDOS CORPORALES VARIOS (EXCEPTO SANGRE),SES Lab:89050,Test,N/A,
3c0aca1e-2dec-4c7f-8fe0-80f52308fd40,"RECUENTO CELULAR EN LÍQUIDOS CORPORALES, CON RECUENTO DIFERENCIAL (EJ  SECRECIÓN CERVICAL)",SES Lab:89051,Test,N/A,
1b766eeb-6bbc-46cb-a23d-f4274db97299,EXAMEN DE LEUCOCITOS EN HECES,SES Lab:89055,Test,N/A,
f53932c5-1d47-4d82-bbc7-9d7eb4716ae2,TEST DE FERN (HOJA DE HELECHO),SES Lab:89060,Test,N/A,
c6363930-6357-4942-bbd2-45eef9236a88,TEST DE LANETA,SES Lab:89240,Test,N/A,
d14d904a-6bf3-46ff-bc18-bb696cc785e8,SEMEN - ESPERMATOGRAMA,SES Lab:89320,Test,N/A,
7d8a60ea-2f30-4034-a75f-19b2bebd52ae,CUANTIFICACIÓN MOLECULAR DEL GEN DE FUSIÓN AML1-ETO,SES Lab:8120601,Test,N/A,
30c025da-2db4-4407-b708-eef92d0c8ede,DETECCIÓN MOLECULAR PANEL LEUCEMIA MIELOIDE AGUDA LMA (4 GENES),SES Lab:8120602,Test,N/A,
41c08c98-c775-4895-843d-34e41160be18,DETECCIÓN MOLECULAR DEL GEN DE FUSIÓN AML1-ETO,SES Lab:8120603,Test,N/A,
8f58b481-a756-43a9-8dfb-eef608ff123b,DETECCIÓN MOLECULAR DEL GEN DE FUSIÓN CBFB-MYH11,SES Lab:8120605,Test,N/A,
40fe3a6b-c5bd-4c51-a546-17d6d1501016,CUANTIFICACIÓN MOLECULAR DEL GEN DE FUSIÓN BCR-ABL P210,SES Lab:8120607,Test,N/A,
7a01c4bb-6758-48fe-999d-a0b6629b5560,CUANTIFICACIÓN MOLECULAR DEL GEN DE FUSIÓN BCR-ABL P190,SES Lab:8120701,Test,N/A,
582acdba-7707-4ad5-ad8f-5dc21c9b14f0,DETECCIÓN MOLECULAR DEL GEN DE FUSIÓN E2A-PBX1,SES Lab:8120704,Test,N/A,
56280b1b-935d-4d03-b6e9-b124bc58ed92,DETECCIÓN MOLECULAR DEL GEN DE FUSIÓN MLL-AF4,SES Lab:8120705,Test,N/A,
139ed4a6-9189-4744-a2a9-b4cfd4fc0647,DETECCIÓN MOLECULAR DEL GEN DE FUSIÓN TEL-AML1,SES Lab:8120706,Test,N/A,
bd17ece3-1d82-468a-890d-88e4f0ae5570,DETECCIÓN MOLECULAR DEL GEN DE FUSIÓN PML-RARΑ (BCR1),SES Lab:8131501,Test,N/A,
bf34cb0a-60b9-4bf5-9762-f207687101b6,DETECCIÓN MOLECULAR DEL GEN DE FUSIÓN PML-RARΑ (BCR2),SES Lab:8131502,Test,N/A,
967c8c7e-ec78-48ce-9f8d-4d4cb1e079c5,DETECCIÓN MOLECULAR DEL GEN DE FUSIÓN PML-RARΑ (BCR3),SES Lab:8131503,Test,N/A,
3f384868-5949-4569-879c-e980b9de21d9,"DETECCIÓN MOLECULAR DEL GEN DE FUSIÓN PML-RARΑ (BCR1, BCR2, BCR3)",SES Lab:8131504,Test,N/A,
e786ee05-ec17-4f17-bb1e-eb043ceee78a,CUANTIFICACIÓN MOLECULAR DEL GEN DE FUSIÓN PML-RARΑ (BCR1),SES Lab:8131601,Test,N/A,
87f9468e-7ad5-4054-9aaf-75ff6cda5a86,CUANTIFICACIÓN MOLECULAR DEL GEN DE FUSIÓN PML-RARΑ (BCR2),SES Lab:8131602,Test,N/A,
c6927ee3-fc89-43b3-97c7-c32a3601224f,CUANTIFICACIÓN MOLECULAR DEL GEN DE FUSIÓN PML-RARΑ (BCR3),SES Lab:8131603,Test,N/A,
03fc88ad-bef6-4f0f-a7dc-8f864f3db4b6,GASES ARTERIALES (DISPOSITIVO PORTATIL),SES Lab:8280301,Test,N/A,
78102328-504a-4e8d-bfc4-05969436ec6c,EXTRACCIÓN RNA-DNA,SES Lab:8389103,Test,N/A,
7a79349d-b87d-4ffb-8d42-2ba096025290,SANGRIA TERAPÉUTICA (+),SES Lab:8698502,Test,N/A,
c79bff62-5b32-4a35-9c2f-90eab7e61f1b,RECAMBIO PLASMATICO TERAPEUTICO (+),SES Lab:8698901,Test,N/A,
5d90dec7-71d2-4dbe-b4b2-4aed00ef9ade,PLAQUETA POR AFERESIS (+),SES Lab:8699904,Test,N/A,
604809d8-1930-40a4-91bb-3782846fbfec,CARGA VIRAL DEL VIRUS DE LA HEPATITIS B (HBV) - PCR EN TIEMPO REAL,SES Lab:8780001,Test,N/A,
f44e7c2a-7a16-45e1-9a4f-d32c30672964,CARGA VIRAL DE EPSTEIN BARR VIRUS (EBV) - PCR EN TIEMPO REAL,SES Lab:8780002,Test,N/A,
460e0fc2-2a52-4fe6-8300-f6df61bd3fc8,CARGA VIRAL DE CITOMEGALOVIRUS (CMV) - PCR EN TIEMPO REAL,SES Lab:8780003,Test,N/A,
198d528b-0786-44d3-b80c-364e87a01802,CARGA VIRAL DE BACULOVIRUS (BKV) - PCR EN TIEMPO REAL,SES Lab:8780004,Test,N/A,
70e3b679-1e2f-43a9-8861-0de9cb2efe2d,CARGA VIRAL DE ADENOVIRUS (ADV) - PCR EN TIEMPO REAL,SES Lab:8780005,Test,N/A,
2a0055d1-40a6-4b73-8735-19e0adc8e775,DETECCIÓN MOLECULAR POR PCR EN TIEMPO REAL DE ASPERGILLUS,SES Lab:8780007,Test,N/A,
97be1a7e-4aff-4445-88e0-910f4a7865c2,CARGA VIRAL DE HERPES-6 VIRUS POR PCR EN TIEMPO REAL PRUEBA CUANTITATIVA,SES Lab:8780009,Test,N/A,
c01defc0-796e-446c-b427-81b8573607c5,CITOMETRÍA DE 8 COLORES PARA CÉLULAS PROGENITORAS,SES Lab:8818701,Test,N/A,
fc6f9bf3-fb4d-4898-8370-ff60da768126,CITOMETRÍA DE FLUJO PARA ENFERMEDAD MÍNIMA RESIDUAL,SES Lab:8818801,Test,N/A,
baf13068-e268-4ded-ad07-501ae20ff47c,DETERMINACIÓN AC. IGM DE PATÓGENOS ATÍPICOS Y VIRUS RESPIRATORIOS,SES Lab:8834701,Test,N/A,
31850f31-87ca-46f8-8fe5-0f7337087155,"PERFIL DE NEONATO (HEMATOCRITO, GLUCOSA, GRUPO SANGUÍNEO Y RH, TSH)",SES Lab:80096,Test,N/A,
